stage_name,artifact_name,expected_path,exists,file_size_bytes,row_count,sha256,created_or_modified_time,source_file,can_regenerate,backup_required,backup_path,status,remark
MAP_A111_manual_QA_pack,manual_qa_checklist_A111.md,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A111_manual_QA_pack/manual_qa_checklist_A111.md,true,948,,df29f04dfeb733dbff77239ddc8ea883b8ad5bb4854877c3ad8184b696e03140,2026-07-05T21:49:36,quota_to_bill_mapping_A111_candidate.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A111_QA1,manual_qa_pack_generated,manual QA artifact; pending human review; no approved output
MAP_A111_manual_QA_pack,manual_qa_summary_A111.md,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A111_manual_QA_pack/manual_qa_summary_A111.md,true,2711,,2ff469792408c0f7fffd35f97ee9ad586b2be02697d751fade6cded1b73f62fc,2026-07-05T21:49:36,quota_to_bill_mapping_A111_candidate.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A111_QA1,manual_qa_pack_generated,manual QA artifact; pending human review; no approved output
GD2018_stage2R_A1_full,raw_reference_excel_rows_A1.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/raw_reference_excel_rows_A1.csv,true,1650884,3712,b4d57bb29444baf34304a756e93e9f41528a579b95e00a353117f7abd22f2c1c,2026-07-06T09:27:28,广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
GD2018_stage2R_A1_full,standard_cost_item_reference_A1_candidate.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/standard_cost_item_reference_A1_candidate.csv,true,2803681,3712,a65745ba505bc88f16b7247c9ade151c182b7e5940f2749dcc4a83670ac744b0,2026-07-06T09:27:28,广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
GD2018_stage2R_A1_full,reference_quota_pricing_snapshot_A1.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/reference_quota_pricing_snapshot_A1.csv,true,1225072,3712,66bc02df18bbf2ed29297c59e12c7efba7493d3b304a18b8ae5ace2c968d9251,2026-07-06T09:27:28,广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
GD2018_stage2R_A1_full,gd2018_a1_extraction_issues.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/gd2018_a1_extraction_issues.csv,true,443,2,fd9ef78d1e198b081208fbd8544d4b44b606009e2b7023b665670243bcbbdb14,2026-07-06T09:27:28,广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
GD2018_stage2R_A1_full,gd2018_a1_section_inventory.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/gd2018_a1_section_inventory.csv,true,9079,25,5e72789b7e3498ebe9408b119818fd43d8213c6e667dc87a3297f385f6bbe230,2026-07-06T09:27:28,广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
GD2018_stage2R_A1_full,stage_gd2018_a1_full_report.md,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/stage_gd2018_a1_full_report.md,true,3493,,9a9a5de42a998e0cf5eb1cbe7e7ced0cfd9e7c92a619af337f6bf93092adb7d9,2026-07-06T09:27:28,广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,quota_reference_A1_input_snapshot.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_reference_A1_input_snapshot.csv,true,771020,3712,a825b49f1911d175005ed8073f911ad57c1f596c285e9c668a540c7c83eab388,2026-07-06T09:37:42,standard_cost_item_reference_A1_candidate.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,bill_reference_all_input_snapshot.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/bill_reference_all_input_snapshot.csv,true,184288,472,306a0ba4c132c6e25ddad6f94915edfb6c57543b64c4a8264e1824ba5062ccf4,2026-07-06T09:37:42,bill_item_reference_all_candidate.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,quota_to_bill_mapping_A1_candidate.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_candidate.csv,true,2580934,3712,8eb91a39fc0d46f9ffb2cfec13cc0610a84ef9562bface97e4e00ec75601c630,2026-07-06T09:37:42,A1 candidates + GB50854 full bill references,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,quota_to_bill_mapping_A1_issues.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_issues.csv,true,2065400,9935,660d59e8688a4ab8c1c9c84baa5e285b7b3744cebc08d955944020f4bea6902f,2026-07-06T09:37:42,A1 candidates + GB50854 full bill references,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,mapping_coverage_matrix_A1.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/mapping_coverage_matrix_A1.csv,true,5157,25,3b6f2aa1a0a888e7ff3f492f1c531f046ef1660425c50c0eb59b325b27031242,2026-07-06T09:37:42,quota_to_bill_mapping_A1_candidate.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,mapping_readiness_dashboard_A1.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/mapping_readiness_dashboard_A1.csv,true,1604,16,093782096dca65f7d5692ee093215d6d2a79d1c6dd78784101e321f957b4c679,2026-07-06T09:37:42,quota_to_bill_mapping_A1_candidate.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_full_readiness,stage_map_A1_full_readiness_report.md,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/stage_map_A1_full_readiness_report.md,true,4090,,4ed625157635c4fd2ebdad81252bd48938ce2e914206f776233816b698c4d9b1,2026-07-06T09:37:42,A1 readiness outputs,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_FULL_0,generated,private readiness artifact; pending review; not approved
MAP_A1_bill_centric_review,bill_to_quota_coverage_472.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_bill_centric_review/bill_to_quota_coverage_472.csv,true,293225,472,63aed8f7950ded1f22480d0f0ad696ce00957ae8b2e4a4dd9bb026e033cede7a,2026-07-06T10:50:54,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GB50854_2024_stageB_docx_full/bill_item_reference_all_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/standard_cost_item_reference_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_issues.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_BILL_CENTRIC_1,generated,bill-centric pending review artifact; private artifact; not tracked by Git; no approved mappings
MAP_A1_bill_centric_review,bill_to_quota_detail_A1.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_bill_centric_review/bill_to_quota_detail_A1.csv,true,997060,2563,85aa6826697ac01af40497a4e3fa2e04bb4e1d67a62801edd1d4840bb9d8f50b,2026-07-06T10:50:54,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GB50854_2024_stageB_docx_full/bill_item_reference_all_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/standard_cost_item_reference_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_issues.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_BILL_CENTRIC_1,generated,bill-centric pending review artifact; private artifact; not tracked by Git; no approved mappings
MAP_A1_bill_centric_review,bill_coverage_summary_by_appendix.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_bill_centric_review/bill_coverage_summary_by_appendix.csv,true,2406,16,402169b169c5896ea069f6092af37257a63e716b86cb7a7a576bd6c60c7b542b,2026-07-06T10:50:54,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GB50854_2024_stageB_docx_full/bill_item_reference_all_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/standard_cost_item_reference_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_issues.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_BILL_CENTRIC_1,generated,bill-centric pending review artifact; private artifact; not tracked by Git; no approved mappings
MAP_A1_bill_centric_review,bill_centric_review_issues.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_bill_centric_review/bill_centric_review_issues.csv,true,156731,577,c0556ecf182f9cb4396b5e9f91ae5d04af6def5ef5eff99a0f34afc73d259533,2026-07-06T10:50:54,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GB50854_2024_stageB_docx_full/bill_item_reference_all_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/standard_cost_item_reference_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_issues.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_BILL_CENTRIC_1,generated,bill-centric pending review artifact; private artifact; not tracked by Git; no approved mappings
MAP_A1_bill_centric_review,stage_map_A1_bill_centric_review_report.md,construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_bill_centric_review/stage_map_A1_bill_centric_review_report.md,true,4797,,f2f9904dcf62de21eef9f40c2e98f29b19d70d587855180e041305be79113ab4,2026-07-06T10:50:54,construction_cost_knowledge_engine/data/private/reference_extraction/runs/GB50854_2024_stageB_docx_full/bill_item_reference_all_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/GD2018_stage2R_A1_full/standard_cost_item_reference_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_candidate.csv;construction_cost_knowledge_engine/data/private/reference_extraction/runs/MAP_A1_full_readiness/quota_to_bill_mapping_A1_issues.csv,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_MAP_A1_BILL_CENTRIC_1,generated,bill-centric pending review artifact; private artifact; not tracked by Git; no approved mappings
SOURCE_BASELINE_LOCK_1,GB50854_2024_full_standard_parse_review.xlsx,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/GB50854_2024_full_standard_parse_review.xlsx,true,579218,5693,78df03bb4fa23e19f2f7bc7e9bc9412636118579fa62e2f45ca299c95d2ea700,2026-07-06T11:41:14,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
SOURCE_BASELINE_LOCK_1,gb50854_bill_items_full_review.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/gb50854_bill_items_full_review.csv,true,658201,472,46a7a6554536982a165e5f6294e53593bcb9218568c9b98798783a0cc8e3d737,2026-07-06T11:41:10,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
SOURCE_BASELINE_LOCK_1,gb50854_context_rules_full_review.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/gb50854_context_rules_full_review.csv,true,113546,161,004347540907df1e10758cbb14c902afa0b5b1c85f59e044771f3113bbfd4a94,2026-07-06T11:41:10,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
SOURCE_BASELINE_LOCK_1,gb50854_appendix_table_registry_full.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/gb50854_appendix_table_registry_full.csv,true,84802,192,113fd725062f634a8b04f3bbf7567e65a975ab2edc53a37a5aacd4f5929c619f,2026-07-06T11:41:10,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
SOURCE_BASELINE_LOCK_1,gb50854_source_blocks_full.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/gb50854_source_blocks_full.csv,true,1570646,4821,fb3e168547706b8c694ab9fd5b74e6bb9015f80210d900904217cfeefea6f83d,2026-07-06T11:41:10,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
SOURCE_BASELINE_LOCK_1,gb50854_full_parse_issues.csv,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/gb50854_full_parse_issues.csv,true,7797,33,fb2e5571021c07ff60e7461e0c8987abfcfab2cfff9a2106a887399f97d92418,2026-07-06T11:41:10,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
SOURCE_BASELINE_LOCK_1,gb50854_full_standard_parse_review_report.md,construction_cost_knowledge_engine/data/private/reference_extraction/runs/SOURCE_BASELINE_LOCK_1/GB50854_2024_full_standard_parse_review/gb50854_full_standard_parse_review_report.md,true,2292,,b6c99602b8ed8ba847df0de6b5699f221a812992649e1e53bea900797a8325ae,2026-07-06T11:41:14,construction_cost_knowledge_engine/data/private/reference_extraction/source_standards/房屋建筑与装饰工程工程量计算标准 GB_T 50854-2024.docx;construction_cost_knowledge_engine/data/private/reference_extraction/source_excels/广东省房屋建筑与装饰工程综合定额2018_normalized.xlsx,true,true,construction_cost_knowledge_engine/data/private/reference_extraction/backups/runs_backup_after_SOURCE_BASELINE_LOCK_1,generated,source baseline lock artifact; private artifact; pending human review; no approved data
